Timestamp,EAR,MAR,Face_Detected,Drowsy_Alert,Yawn_Alert,Event
2025-12-11 15:44:44,0.1979,0.2998,True,False,False,periodic
2025-12-11 15:44:45,0.1712,0.2875,True,True,False,DROWSY_START
2025-12-11 15:47:02,0.2138,0.2808,True,True,False,DROWSY_START
2025-12-11 15:47:03,0.2524,0.2971,True,False,False,DROWSY_END
2025-12-11 15:47:03,0.2569,0.3346,True,False,False,periodic
2025-12-11 15:47:04,0.2994,0.3005,True,False,False,periodic
2025-12-11 15:47:05,0.2606,0.2977,True,False,False,periodic
2025-12-11 15:47:06,0.25,0.3178,True,False,False,periodic
2025-12-11 15:47:07,0.0314,0.267,True,False,False,periodic
2025-12-11 15:47:08,0.0316,0.291,True,False,False,periodic
2025-12-11 15:47:08,0.0163,0.297,True,True,False,DROWSY_START
2025-12-11 15:47:09,0.2519,0.3137,True,False,False,DROWSY_END
2025-12-11 15:47:09,0.2044,0.2977,True,False,False,periodic
2025-12-11 15:47:10,0.2455,0.2964,True,False,False,periodic
2025-12-11 15:47:11,0.248,0.3242,True,True,False,DROWSY_START
2025-12-11 15:47:12,0.2517,0.3002,True,False,False,DROWSY_END
2025-12-11 15:47:12,0.2431,0.3141,True,False,False,periodic
2025-12-11 15:47:13,0.2436,0.2935,True,False,False,periodic
2025-12-11 15:47:14,0.0455,0.3033,True,False,False,periodic
2025-12-11 15:47:15,0.2253,0.2516,True,False,False,periodic
2025-12-11 15:47:15,0.1844,0.2329,True,True,False,DROWSY_START
2025-12-11 15:47:16,0.2584,0.3272,True,False,False,DROWSY_END
2025-12-11 15:47:16,0.0937,0.2453,True,False,False,periodic
2025-12-11 15:47:17,0.2789,0.2849,True,False,False,periodic
2025-12-11 15:47:18,0.2596,0.2872,True,False,False,periodic
2025-12-11 15:47:19,0.2531,0.2914,True,False,False,periodic
2025-12-11 15:47:20,0.2415,0.2951,True,False,False,periodic
2025-12-11 15:47:21,0.2083,0.2999,True,False,False,periodic
2025-12-11 15:47:23,0.1937,0.5954,True,True,False,DROWSY_START
2025-12-11 15:47:23,0.2561,0.7138,True,False,False,DROWSY_END
2025-12-11 15:47:23,0.233,0.7131,True,False,False,periodic
2025-12-11 15:47:24,0.0185,0.7626,True,False,True,YAWN_START
